Duncan Keith,CHI,1984-10-22,1000.0,D,54,4,11,91,33
Clayton Keller,ARI,1999-10-19,1000.0,C,56,14,21,14,20
Adrian Kempe,LAK,1997-10-19,1000.0,LW,56,14,15,21,47
Alexander Kerfoot,TOR,1995-10-20,1000.0,C,56,8,15,34,41
Phil Kessel,ARI,1988-10-21,1000.0,RW,56,20,23,9,8
Jujhar Khaira,EDM,1995-10-20,1000.0,LW,40,3,8,21,151
Alex Killorn,TBL,1990-10-21,1000.0,C,56,15,18,12,59
Joel Kiviranta,DAL,1997-10-19,1000.0,F,26,6,5,11,40
John Klingberg,DAL,1993-10-20,1000.0,D,53,7,29,52,49
Nikolai Knyzhov,SJS,1999-10-19,1000.0,D,56,2,8,54,84
Keegan Kolesar,VEG,1998-10-19,1000.0,RW,44,3,10,15,107
Leo Komarov,NYI,1987-10-22,1000.0,C,33,1,7,11,83
Anze Kopitar,LAK,1988-10-21,1000.0,C,56,13,37,37,45
Jesperi Kotkaniemi,MTL,2001-10-18,1000.0,C,56,5,15,27,84
David Krejci,BOS,1987-10-22,1000.0,C,51,8,36,26,25
Torey Krug,STL,1992-10-20,1000.0,D,51,2,30,57,51
Dominik Kubalík,CHI,1996-10-19,1000.0,LW,56,17,21,17,57
Dean Kukan,CBJ,1994-10-20,1000.0,D,35,1,4,38,36
Brett Kulak,MTL,1994-10-20,1000.0,D,46,2,6,54,28
Dmitry Kulikov,TOT,1991-10-21,1000.0,D,48,0,4,49,93
Dmitry Kulikov,NJD,1991-10-21,1000.0,D,38,0,2,39,72
Luke Kunin,NSH,1998-10-19,1000.0,C,38,10,9,20,84
Janne Kuokkanen,NJD,1999-10-19,1000.0,C,50,8,17,19,10
Sean Kuraly,BOS,1993-10-20,1000.0,C,47,4,5,21,99
Philipp Kurashev,CHI,2000-10-18,1000.0,C,54,8,8,18,32
Evgeny Kuznetsov,WSH,1993-10-20,1000.0,C,41,9,20,18,21
Jordan Kyrou,STL,1999-10-19,1000.0,C,55,14,21,13,7
Kevin Labanc,SJS,1996-10-19,1000.0,RW,55,12,16,15,61
Sam Lafferty,PIT,1996-10-19,1000.0,C,34,0,6,11,89
Alexis Lafreniere,NYR,2002-10-18,1000.0,LW,56,12,9,11,43
Juho Lammikko,FLA,1996-10-19,1000.0,RW,44,4,1,16,50
Gabriel Landeskog,COL,1993-10-20,1000.0,LW,54,20,32,28,81
Dylan Larkin,DET,1997-10-19,1000.0,C,44,9,14,17,38
Adam Larsson,EDM,1993-10-20,1000.0,D,56,4,6,128,166
Jacob Larsson,ANA,1998-10-19,1000.0,D,46,1,6,59,37
